UTC Timestamp (Interval Ending),MISO Total Actual Load (MW),Indianapolis Temperature (Fahrenheit),Minneapolis Temperature (Fahrenheit),New Orleans International Airport Temperature (Fahrenheit),MISO Total Wind Generation (MW),GDP
2024-11-25 00:00:00,72637.06,52.0,39.9,69.1,9048.63,
2024-11-25 01:00:00,72438.53,51.1,39.9,66.9,10517.83,
2024-11-25 02:00:00,71324.75,50.0,39.9,64.9,12625.57,
2024-11-25 03:00:00,69824.14,48.0,39.9,64.0,14344.02,
2024-11-25 04:00:00,67613.15,50.0,39.9,64.9,15173.74,
2024-11-25 06:00:00,62610.89,51.1,37.9,62.1,16294.9,
2024-11-25 07:00:00,61198.35,51.1,37.9,62.1,16703.11,
2024-11-25 08:00:00,60276.2,51.1,36.0,61.0,17297.57,
2024-11-25 09:00:00,60131.22,53.1,35.1,60.1,17842.91,
2024-11-25 10:00:00,60651.38,55.0,35.1,57.9,18636.76,
2024-11-25 11:00:00,62737.64,55.0,34.0,61.0,19097.82,
2024-11-25 12:00:00,66707.74,54.0,34.0,61.0,19573.57,
2024-11-25 13:00:00,71358.64,55.0,35.1,62.1,19984.15,
2024-11-25 14:00:00,73893.47,55.9,35.1,66.9,20452.54,
2024-11-25 15:00:00,74952.87,57.9,32.0,73.0,19982.82,
2024-11-25 16:00:00,75577.07,57.9,30.9,75.9,19710.26,
2024-11-25 17:00:00,76189.41,59.0,30.9,78.1,19517.96,
2024-11-25 18:00:00,76490.02,60.1,30.0,79.0,19974.64,
2024-11-25 19:00:00,76458.57,60.1,30.0,79.0,20923.9,
2024-11-25 20:00:00,76691.38,60.1,30.0,80.1,20813.48,
2024-11-25 21:00:00,76590.28,60.1,30.0,80.1,20967.45,
2024-11-25 22:00:00,76952.25,59.0,28.0,77.0,20831.81,
2024-11-25 23:00:00,78202.26,53.1,25.0,73.9,19160.25,
2024-11-26 00:00:00,79423.04,51.1,23.0,71.1,17994.6,
2024-11-26 01:00:00,78708.5,48.9,21.9,69.1,17782.8,
2024-11-26 02:00:00,77495.98,46.0,21.0,69.1,17725.0,
2024-11-26 03:00:00,75948.1,44.1,19.9,68.0,17399.27,
2024-11-26 04:00:00,73619.55,43.0,19.9,70.0,16594.16,
2024-11-26 06:00:00,68092.77,37.9,19.0,68.0,14132.8,
2024-11-26 07:00:00,66649.42,37.0,19.0,69.1,13169.61,
2024-11-26 08:00:00,65833.43,37.0,19.0,69.1,11430.99,
2024-11-26 09:00:00,65555.95,35.1,19.0,69.1,9659.68,
2024-11-26 10:00:00,66128.14,32.0,18.0,69.1,8264.44,
2024-11-26 11:00:00,68233.68,30.0,18.0,69.1,7185.91,
2024-11-26 12:00:00,71984.32,28.9,17.1,69.1,6948.84,
2024-11-26 13:00:00,77022.98,28.0,18.0,68.0,7227.8,
2024-11-26 14:00:00,79066.39,30.0,18.0,68.0,7762.56,
2024-11-26 15:00:00,78173.53,33.1,19.0,66.9,7728.42,
2024-11-26 16:00:00,76943.3,35.1,21.9,68.0,6852.84,
2024-11-26 17:00:00,75812.96,37.9,23.0,68.0,6486.15,
2024-11-26 18:00:00,75123.76,39.9,24.1,68.0,6669.49,
2024-11-26 19:00:00,74601.97,42.1,25.0,66.9,7574.66,
2024-11-26 20:00:00,74287.31,43.0,27.0,66.9,8080.13,
2024-11-26 21:00:00,74320.6,43.0,27.0,66.9,8398.24,
2024-11-26 22:00:00,75307.25,39.0,28.0,66.9,8178.86,
2024-11-26 23:00:00,77890.45,37.9,26.1,66.0,8392.84,
2024-11-27 00:00:00,80008.85,37.9,26.1,63.0,9342.82,
2024-11-27 01:00:00,79871.57,37.9,25.0,63.0,9613.58,
2024-11-27 02:00:00,78827.69,37.9,23.0,64.0,9480.21,
2024-11-27 03:00:00,77136.2,37.9,21.9,63.0,9208.66,
2024-11-27 04:00:00,74815.04,37.0,19.9,62.1,9059.02,
2024-11-27 06:00:00,69096.87,37.0,19.0,57.9,7064.86,
2024-11-27 07:00:00,67227.02,37.0,19.9,57.9,6091.92,
2024-11-27 08:00:00,65988.5,36.0,19.9,55.0,5203.91,
2024-11-27 09:00:00,65531.47,37.0,21.0,57.0,4428.38,
2024-11-27 10:00:00,65791.65,37.9,21.0,57.0,4317.17,
2024-11-27 11:00:00,67243.61,37.0,21.0,57.9,4570.01,
2024-11-27 12:00:00,70638.97,37.9,21.9,60.1,4591.92,
2024-11-27 13:00:00,74562.92,37.9,21.9,62.1,4494.43,
2024-11-27 14:00:00,76868.71,39.0,21.9,64.0,5280.87,
2024-11-27 15:00:00,77997.44,41.0,21.9,66.0,4882.81,
2024-11-27 16:00:00,78374.55,42.1,23.0,69.1,4205.38,
2024-11-27 17:00:00,78071.92,43.0,24.1,71.1,4336.9,
2024-11-27 18:00:00,77788.91,43.0,24.1,75.0,4542.47,
2024-11-27 19:00:00,77403.62,41.0,24.1,75.9,4749.91,
2024-11-27 20:00:00,77276.87,39.9,25.0,77.0,5142.38,
2024-11-27 21:00:00,76968.91,41.0,24.1,77.0,6245.91,
2024-11-27 22:00:00,77236.96,41.0,24.1,75.0,7644.86,
2024-11-27 23:00:00,78558.23,39.9,24.1,73.9,8591.76,
2024-11-28 00:00:00,79419.29,39.9,25.0,73.0,9860.58,
2024-11-28 01:00:00,78595.62,39.0,25.0,73.0,10313.29,
2024-11-28 02:00:00,77154.72,37.9,25.0,73.0,10321.88,
2024-11-28 03:00:00,75587.97,37.9,25.0,72.0,10617.22,
2024-11-28 04:00:00,73083.48,37.0,25.0,72.0,10425.01,
2024-11-28 06:00:00,67253.72,35.1,25.0,71.1,10702.6,
2024-11-28 07:00:00,65347.66,35.1,24.1,71.1,12014.12,
2024-11-28 08:00:00,63746.13,35.1,24.1,70.0,12687.87,
2024-11-28 09:00:00,62882.7,36.0,23.0,69.1,12522.4,
2024-11-28 10:00:00,62497.93,37.0,21.0,69.1,11938.23,
2024-11-28 11:00:00,62919.21,37.0,21.0,69.1,11878.75,
2024-11-28 12:00:00,64280.6,36.0,19.9,70.0,11875.22,
2024-11-28 13:00:00,66523.89,36.0,19.9,69.1,11968.7,
2024-11-28 14:00:00,68803.14,37.0,19.9,71.1,12268.71,
2024-11-28 15:00:00,71517.78,37.0,21.0,73.0,12977.76,
2024-11-28 16:00:00,73746.47,37.9,21.0,71.1,14061.59,
2024-11-28 17:00:00,74704.37,37.9,21.9,68.0,16254.7,
2024-11-28 18:00:00,73893.53,37.0,23.0,66.9,18326.26,
2024-11-28 19:00:00,72125.94,37.0,23.0,69.1,19343.29,
2024-11-28 20:00:00,70504.4,37.0,24.1,69.1,20151.91,
2024-11-28 21:00:00,69673.69,33.1,24.1,68.0,20959.28,
2024-11-28 22:00:00,69508.68,32.0,24.1,64.9,20635.1,
2024-11-28 23:00:00,70409.98,30.9,21.9,63.0,20480.33,
2024-11-29 00:00:00,71561.09,30.9,19.9,62.1,20287.44,
2024-11-29 01:00:00,71591.86,30.0,19.0,61.0,20544.97,
2024-11-29 02:00:00,71498.1,30.0,19.0,59.0,20451.15,
2024-11-29 03:00:00,71153.81,28.9,19.0,57.9,20825.45,
2024-11-29 04:00:00,70223.12,30.0,18.0,57.0,21200.51,
2024-11-29 06:00:00,67157.34,30.0,18.0,54.0,20065.69,
2024-11-29 07:00:00,66117.12,30.0,18.0,54.0,20468.23,
2024-11-29 08:00:00,65465.68,28.9,17.1,54.0,19877.62,
2024-11-29 09:00:00,65457.5,28.9,17.1,53.1,20068.92,
2024-11-29 10:00:00,65881.04,28.9,16.0,53.1,19818.85,
2024-11-29 11:00:00,67370.89,26.1,14.0,53.1,19053.3,
2024-11-29 12:00:00,69642.65,26.1,12.9,52.0,18841.44,
2024-11-29 13:00:00,72245.99,27.0,12.9,52.0,18680.52,
2024-11-29 14:00:00,74174.69,27.0,12.0,51.1,17627.25,
2024-11-29 15:00:00,75210.73,27.0,12.9,51.1,16961.99,
2024-11-29 16:00:00,75354.0,27.0,14.0,51.1,17099.35,
2024-11-29 17:00:00,74798.59,28.0,16.0,52.0,16405.73,
2024-11-29 18:00:00,74125.18,28.0,19.0,55.9,15487.52,
2024-11-29 19:00:00,73245.46,27.0,19.0,55.9,15301.34,
2024-11-29 20:00:00,72723.27,27.0,19.0,57.0,15445.18,
2024-11-29 21:00:00,72729.03,25.0,19.0,57.0,15180.68,
2024-11-29 22:00:00,73989.31,24.1,18.0,57.0,14487.24,
2024-11-29 23:00:00,77001.27,23.0,16.0,55.9,13066.33,
2024-11-30 00:00:00,79596.02,21.9,14.0,55.0,12099.81,
2024-11-30 01:00:00,79791.2,21.9,14.0,53.1,12519.97,
2024-11-30 02:00:00,79448.58,21.9,14.0,52.0,12963.4,
2024-11-30 03:00:00,78872.55,19.9,12.9,51.1,12734.09,
2024-11-30 04:00:00,77596.51,19.0,12.0,50.0,12395.14,
2024-11-30 06:00:00,74024.05,17.1,10.9,48.0,11036.54,
2024-11-30 07:00:00,72767.79,16.0,10.0,46.9,10420.4,
2024-11-30 08:00:00,71958.4,16.0,9.0,46.9,10216.9,
2024-11-30 09:00:00,71795.51,15.1,7.0,46.0,10043.63,
2024-11-30 10:00:00,72072.63,15.1,7.0,46.0,9806.21,
2024-11-30 11:00:00,72976.1,16.0,6.1,46.0,9501.69,
2024-11-30 12:00:00,74688.33,15.1,6.1,44.1,8992.64,
2024-11-30 13:00:00,76875.18,15.1,6.1,46.0,8458.85,
2024-11-30 14:00:00,78565.31,18.0,6.1,46.9,7713.23,
2024-11-30 15:00:00,79068.65,21.0,7.0,48.9,7004.06,
2024-11-30 16:00:00,78507.0,24.1,9.0,50.0,6582.29,
2024-11-30 17:00:00,77573.09,28.0,10.9,53.1,6947.84,
2024-11-30 18:00:00,76196.2,30.9,12.9,55.0,8051.76,
2024-11-30 19:00:00,74920.87,33.1,16.0,,9210.58,
2024-11-30 20:00:00,74006.25,32.0,16.0,57.0,10201.03,
2024-11-30 21:00:00,73970.49,30.9,16.0,57.9,10479.88,
2024-11-30 22:00:00,75551.57,30.0,15.1,57.0,9851.06,
2024-11-30 23:00:00,78272.63,30.0,12.9,55.9,8979.5,
2024-12-01 00:00:00,80460.24,28.0,12.0,54.0,8934.34,
2024-12-01 01:00:00,80573.34,27.0,10.0,50.0,9245.84,
2024-12-01 02:00:00,80158.17,27.0,10.0,50.0,9670.23,
2024-12-01 03:00:00,79126.26,27.0,9.0,48.0,9806.01,
2024-12-01 04:00:00,77384.72,27.0,8.1,45.0,9814.1,
2024-12-01 06:00:00,73107.21,25.0,7.0,44.1,10017.6,
2024-12-01 07:00:00,72092.07,24.1,6.1,43.0,10027.8,
2024-12-01 08:00:00,71341.19,21.9,6.1,45.0,9401.02,
2024-12-01 09:00:00,71023.64,19.9,6.1,43.0,8815.67,
2024-12-01 10:00:00,71142.41,19.0,7.0,43.0,8167.08,
2024-12-01 11:00:00,71737.65,19.0,7.0,42.1,7948.09,
2024-12-01 12:00:00,72998.26,19.0,7.0,44.1,8279.21,
2024-12-01 13:00:00,75038.97,18.0,7.0,44.1,8287.22,
2024-12-01 14:00:00,76867.71,19.9,6.1,52.0,8082.38,
2024-12-01 15:00:00,77628.27,21.9,7.0,57.9,8149.34,
2024-12-01 16:00:00,76944.51,24.1,10.0,59.0,8201.2,
2024-12-01 17:00:00,75598.35,26.1,10.0,62.1,7644.16,
2024-12-01 18:00:00,74530.95,26.1,12.0,62.1,7596.62,
2024-12-01 19:00:00,73787.78,27.0,15.1,63.0,7258.7,
2024-12-01 20:00:00,73129.5,28.9,18.0,63.0,6884.57,
2024-12-01 21:00:00,73174.41,28.0,18.0,64.0,6760.75,
2024-12-01 22:00:00,75120.97,27.0,18.0,61.0,6168.21,
2024-12-01 23:00:00,78959.89,25.0,16.0,61.0,5848.5,
2024-12-02 00:00:00,81800.76,21.9,15.1,57.0,6245.33,
2024-12-02 01:00:00,82294.31,21.0,14.0,55.9,6823.73,
2024-12-02 02:00:00,81648.34,19.9,14.0,52.0,6812.05,
2024-12-02 03:00:00,80400.17,19.9,12.9,52.0,6656.28,
2024-12-02 04:00:00,78176.51,19.0,14.0,52.0,6462.68,
2024-12-02 06:00:00,73766.67,17.1,15.1,54.0,5404.31,
2024-12-02 07:00:00,72671.23,17.1,15.1,54.0,4857.33,
2024-12-02 08:00:00,72222.63,17.1,15.1,54.0,4638.37,
2024-12-02 09:00:00,72421.18,16.0,15.1,53.1,4810.67,
2024-12-02 10:00:00,73467.96,14.0,15.1,53.1,5961.1,
2024-12-02 11:00:00,76056.42,15.1,16.0,51.1,7259.12,
2024-12-02 12:00:00,80810.74,14.0,14.0,51.1,8514.97,
2024-12-02 13:00:00,86496.31,14.0,14.0,50.0,10043.17,
2024-12-02 14:00:00,88637.13,18.0,14.0,52.0,11244.19,
2024-12-02 15:00:00,87661.32,21.0,16.0,53.1,11637.18,
2024-12-02 16:00:00,86474.02,24.1,19.0,55.0,11728.89,
2024-12-02 17:00:00,85097.4,27.0,21.0,57.0,11587.1,
2024-12-02 18:00:00,84041.68,26.1,21.0,59.0,10722.73,
2024-12-02 19:00:00,83130.34,26.1,21.9,60.1,9668.17,
2024-12-02 20:00:00,82630.13,24.1,21.0,60.1,9016.46,
2024-12-02 21:00:00,82351.87,24.1,21.0,61.0,8559.95,
2024-12-02 22:00:00,82722.44,23.0,19.9,60.1,8051.85,
2024-12-02 23:00:00,85242.07,23.0,19.9,55.9,7278.98,
2024-12-03 00:00:00,87402.19,21.9,19.9,52.0,6877.82,
2024-12-03 01:00:00,87772.17,21.9,19.0,48.0,6834.67,
2024-12-03 02:00:00,87182.13,21.9,19.0,46.0,6159.46,
2024-12-03 03:00:00,85597.81,21.9,18.0,46.0,5354.36,
2024-12-03 04:00:00,83067.17,21.9,18.0,48.0,4609.95,
2024-12-03 06:00:00,77355.78,21.0,18.0,44.1,4422.75,
2024-12-03 07:00:00,75936.01,19.0,17.1,44.1,4734.96,
2024-12-03 08:00:00,75218.57,17.1,16.0,42.1,4957.76,
2024-12-03 09:00:00,75112.84,16.0,15.1,45.0,5012.71,
2024-12-03 10:00:00,76039.89,16.0,14.0,45.0,5438.95,
2024-12-03 11:00:00,78161.82,16.0,14.0,46.0,6635.27,
2024-12-03 12:00:00,82527.95,16.0,12.9,46.0,7984.54,
2024-12-03 13:00:00,87927.07,15.1,12.0,51.1,9475.39,
2024-12-03 14:00:00,89648.41,19.0,12.9,55.0,10918.42,
2024-12-03 15:00:00,88549.3,21.0,14.0,53.1,12019.99,
2024-12-03 16:00:00,86621.57,23.0,16.0,52.0,12924.65,
2024-12-03 17:00:00,85102.56,25.0,19.0,53.1,14928.53,
2024-12-03 18:00:00,83800.55,25.0,21.9,55.0,16031.76,
2024-12-03 19:00:00,82517.58,24.1,24.1,57.0,17639.89,
2024-12-03 20:00:00,81738.37,24.1,26.1,55.9,18772.68,
2024-12-03 21:00:00,81164.16,25.0,26.1,57.9,19527.23,
2024-12-03 22:00:00,81975.12,24.1,27.0,57.9,19420.16,
2024-12-03 23:00:00,85128.71,21.9,26.1,55.9,20281.28,
2024-12-04 00:00:00,87964.18,19.9,27.0,53.1,21451.39,
2024-12-04 01:00:00,88443.7,19.9,27.0,48.9,22391.56,
2024-12-04 02:00:00,87792.32,21.0,27.0,48.9,23204.01,
2024-12-04 03:00:00,86305.28,21.0,28.0,51.1,23830.75,
2024-12-04 04:00:00,83406.07,21.0,28.9,48.9,24057.66,
2024-12-04 06:00:00,77792.82,21.9,28.9,46.9,23499.81,
2024-12-04 07:00:00,75908.92,21.9,28.0,43.0,23371.6,
2024-12-04 08:00:00,74892.98,21.9,27.0,43.0,23255.61,
2024-12-04 09:00:00,74596.76,23.0,30.0,42.1,23159.77,
2024-12-04 10:00:00,74906.59,25.0,30.0,42.1,23393.79,
2024-12-04 11:00:00,76825.27,26.1,30.9,45.0,23798.54,
2024-12-04 12:00:00,80708.37,27.0,32.0,46.0,23860.55,
2024-12-04 13:00:00,85446.27,26.1,32.0,48.9,23946.67,
2024-12-04 14:00:00,86793.38,28.0,34.0,51.1,23959.0,
2024-12-04 15:00:00,85811.83,35.1,35.1,55.9,23920.17,
2024-12-04 16:00:00,84581.34,39.9,32.0,61.0,24132.91,
2024-12-04 17:00:00,82770.86,39.0,26.1,64.9,23967.79,
2024-12-04 18:00:00,82412.23,42.1,24.1,66.9,23894.94,
2024-12-04 19:00:00,81741.63,43.0,21.9,68.0,23567.44,
2024-12-04 20:00:00,81132.67,43.0,21.0,66.9,23202.52,
2024-12-04 21:00:00,80656.76,43.0,17.1,66.9,22767.9,
2024-12-04 22:00:00,80946.36,43.0,14.0,66.9,22093.37,
2024-12-04 23:00:00,83465.0,44.1,12.0,64.9,22042.29,
2024-12-05 00:00:00,85608.62,44.1,10.9,63.0,22393.24,
2024-12-05 01:00:00,85392.91,41.0,10.0,62.1,22256.81,
2024-12-05 02:00:00,84288.15,39.9,10.0,62.1,22868.94,
2024-12-05 03:00:00,82990.45,41.0,9.0,62.1,23339.75,
2024-12-05 04:00:00,80461.82,32.0,8.1,63.0,23089.75,
2024-12-05 06:00:00,75280.81,25.0,6.1,63.0,23446.9,
2024-12-05 07:00:00,73893.21,19.9,7.0,64.9,23249.02,
2024-12-05 08:00:00,73314.87,18.0,7.0,62.1,23007.0,
2024-12-05 09:00:00,73393.59,16.0,8.1,60.1,23092.42,
2024-12-05 10:00:00,74210.02,15.1,8.1,62.1,22551.79,
2024-12-05 11:00:00,76448.52,14.0,9.0,64.0,22059.07,
2024-12-05 12:00:00,81077.07,12.9,10.0,66.0,20971.9,
2024-12-05 13:00:00,86061.83,12.0,10.9,64.9,19218.08,
2024-12-05 14:00:00,88146.77,12.9,10.0,64.9,17203.52,
2024-12-05 15:00:00,87323.69,15.1,12.9,66.0,15783.82,
2024-12-05 16:00:00,85963.04,18.0,16.0,69.1,14726.94,
2024-12-05 17:00:00,85006.42,19.0,17.1,63.0,11582.54,
2024-12-05 18:00:00,83621.64,19.9,19.9,60.1,9547.05,
2024-12-05 19:00:00,82735.62,21.0,21.0,59.0,8280.02,
2024-12-05 20:00:00,81870.21,21.9,21.9,57.9,7790.92,
2024-12-05 21:00:00,81332.68,21.9,21.9,59.0,7516.06,
2024-12-05 22:00:00,82292.87,21.9,21.0,59.0,7073.49,
2024-12-05 23:00:00,85501.66,19.9,19.0,59.0,6431.02,
2024-12-06 00:00:00,88167.25,17.1,17.1,59.0,6696.45,
2024-12-06 01:00:00,88689.31,17.1,17.1,57.9,7349.69,
2024-12-06 02:00:00,88447.83,17.1,16.0,57.0,7645.1,
2024-12-06 03:00:00,87458.3,17.1,16.0,55.0,8340.25,
2024-12-06 04:00:00,85316.8,14.0,16.0,52.0,8814.07,
2024-12-06 06:00:00,79799.27,16.0,16.0,46.9,10441.24,
2024-12-06 07:00:00,78427.04,18.0,17.1,46.0,11647.11,
2024-12-06 08:00:00,77998.01,18.0,17.1,44.1,13229.97,
2024-12-06 09:00:00,77820.09,18.0,19.0,44.1,13612.13,
2024-12-06 10:00:00,78437.31,16.0,19.9,43.0,14532.56,
2024-12-06 11:00:00,80776.21,16.0,21.0,41.0,15476.07,
2024-12-06 12:00:00,84898.39,12.9,21.9,41.0,15951.23,
2024-12-06 13:00:00,90264.66,12.0,23.0,39.9,16339.0,
2024-12-06 14:00:00,91910.13,16.0,21.9,39.9,15640.78,
2024-12-06 15:00:00,90674.77,19.0,24.1,41.0,13877.23,
2024-12-06 16:00:00,88409.21,24.1,26.1,42.1,12511.84,
2024-12-06 17:00:00,86057.91,27.0,27.0,44.1,11490.22,
2024-12-06 18:00:00,84033.12,28.0,28.0,46.0,10103.4,
2024-12-06 19:00:00,82324.65,30.0,30.0,48.0,9897.0,
2024-12-06 20:00:00,80876.62,30.9,30.0,50.0,9903.85,
2024-12-06 21:00:00,80112.41,32.0,30.9,51.1,9899.9,
2024-12-06 22:00:00,80604.43,30.0,32.0,52.0,9483.88,
2024-12-06 23:00:00,83261.02,28.0,32.0,52.0,9348.6,
2024-12-07 00:00:00,85623.48,26.1,32.0,51.1,10902.56,
2024-12-07 01:00:00,85510.13,25.0,30.9,51.1,12261.77,
2024-12-07 02:00:00,84921.73,24.1,30.9,51.1,14087.03,
2024-12-07 03:00:00,83773.8,24.1,30.0,50.0,15798.64,
2024-12-07 04:00:00,81813.66,24.1,30.0,50.0,17043.05,
2024-12-07 06:00:00,76540.36,21.9,28.9,48.9,17336.98,
2024-12-07 07:00:00,74691.93,21.9,28.9,48.0,17550.92,
2024-12-07 08:00:00,73444.16,21.9,30.9,46.9,17547.91,
2024-12-07 09:00:00,72985.94,23.0,33.1,45.0,17738.89,
2024-12-07 10:00:00,72926.2,23.0,33.1,46.0,18497.37,
2024-12-07 11:00:00,73878.29,23.0,32.0,46.0,19047.35,
2024-12-07 12:00:00,75358.78,21.0,34.0,46.0,19385.96,
2024-12-07 13:00:00,77317.35,21.0,34.0,46.0,19839.69,
2024-12-07 14:00:00,78851.38,25.0,35.1,46.9,20952.95,
2024-12-07 15:00:00,78965.6,28.9,37.0,48.9,21207.92,
2024-12-07 16:00:00,78065.88,34.0,39.9,52.0,20618.86,
2024-12-07 17:00:00,76476.1,37.0,42.1,54.0,20331.67,
2024-12-07 18:00:00,74462.37,43.0,44.1,54.0,21292.46,
2024-12-07 19:00:00,73036.56,45.0,48.0,53.1,21682.46,
2024-12-07 20:00:00,71928.96,46.0,51.1,53.1,22267.01,
2024-12-07 21:00:00,71790.92,46.0,52.0,53.1,22114.24,
2024-12-07 22:00:00,72738.42,44.1,50.0,53.1,22609.76,
2024-12-07 23:00:00,75709.68,42.1,48.0,53.1,23186.02,
2024-12-08 00:00:00,78004.22,39.9,45.0,53.1,23367.05,
2024-12-08 01:00:00,77415.36,41.0,43.0,54.0,23353.46,
2024-12-08 02:00:00,76435.54,42.1,41.0,54.0,22949.67,
2024-12-08 03:00:00,75146.11,43.0,39.9,54.0,21156.28,
2024-12-08 04:00:00,72988.5,45.0,39.0,54.0,19069.14,
2024-12-08 06:00:00,68202.24,43.0,36.0,53.1,14613.72,
2024-12-08 07:00:00,66191.88,42.1,34.0,54.0,13295.28,
2024-12-08 08:00:00,64782.52,42.1,35.1,54.0,12648.19,
2024-12-08 09:00:00,64190.23,41.0,30.9,55.0,12079.42,
2024-12-08 10:00:00,64026.5,39.9,30.9,55.0,12048.19,
2024-12-08 11:00:00,64446.2,39.9,32.0,55.9,11745.31,
2024-12-08 12:00:00,65821.54,39.9,32.0,57.0,11326.45,
2024-12-08 13:00:00,67722.85,39.9,30.9,57.9,11302.06,
2024-12-08 14:00:00,69171.08,42.1,33.1,57.9,12278.24,
2024-12-08 15:00:00,69934.39,46.0,34.0,59.0,13103.21,
2024-12-08 16:00:00,69820.58,48.9,36.0,62.1,12352.9,
2024-12-08 17:00:00,69374.06,53.1,37.9,64.0,11693.24,
2024-12-08 18:00:00,68928.05,55.0,41.0,68.0,12291.58,
2024-12-08 19:00:00,68919.42,55.9,41.0,69.1,13940.82,
2024-12-08 20:00:00,69087.42,57.0,43.0,70.0,15678.63,
2024-12-08 21:00:00,69300.24,57.9,43.0,70.0,16662.4,
2024-12-08 22:00:00,70319.78,55.0,43.0,70.0,17580.22,
2024-12-08 23:00:00,73160.2,53.1,42.1,69.1,18590.27,
2024-12-09 00:00:00,75656.34,52.0,42.1,69.1,20499.22,
2024-12-09 01:00:00,75415.16,52.0,43.0,69.1,20924.68,
2024-12-09 02:00:00,74104.47,52.0,42.1,68.0,21301.69,
2024-12-09 03:00:00,72447.5,51.1,41.0,68.0,21535.39,
2024-12-09 04:00:00,70113.51,50.0,37.9,66.0,21635.15,
2024-12-09 06:00:00,64287.78,50.0,32.0,66.9,20464.45,
2024-12-09 07:00:00,62533.89,50.0,33.1,69.1,20491.57,
2024-12-09 08:00:00,61614.06,51.1,32.0,69.1,19362.1,
2024-12-09 09:00:00,61307.84,51.1,32.0,69.1,18966.23,
2024-12-09 10:00:00,61868.13,50.0,32.0,70.0,18698.68,
2024-12-09 11:00:00,64055.4,50.0,32.0,70.0,18439.86,
2024-12-09 12:00:00,68274.38,50.0,30.0,69.1,18072.78,
2024-12-09 13:00:00,73455.23,48.9,30.0,69.1,17485.3,
2024-12-09 14:00:00,75917.67,48.9,30.0,69.1,17815.81,
2024-12-09 15:00:00,76067.52,48.9,33.1,70.0,17899.18,
2024-12-09 16:00:00,75657.88,50.0,37.0,70.0,16499.23,
2024-12-09 17:00:00,75479.6,51.1,39.9,71.1,16459.5,
2024-12-09 18:00:00,75124.45,51.1,39.9,70.0,18383.82,
2024-12-09 19:00:00,75322.34,53.1,39.9,70.0,18915.95,
2024-12-09 20:00:00,75514.96,52.0,37.9,75.0,19341.72,
2024-12-09 21:00:00,75301.08,51.1,36.0,75.0,19816.9,
2024-12-09 22:00:00,75875.27,50.0,33.1,73.9,19799.51,
2024-12-09 23:00:00,78232.29,48.0,30.0,73.0,20018.77,
2024-12-10 00:00:00,80342.75,46.0,28.0,72.0,20553.93,
2024-12-10 01:00:00,80059.86,46.9,28.0,72.0,20618.3,
2024-12-10 02:00:00,78868.51,43.0,26.1,71.1,21228.45,
2024-12-10 03:00:00,77260.61,45.0,26.1,70.0,21010.35,
2024-12-10 04:00:00,74401.4,44.1,26.1,70.0,20577.19,
2024-12-10 06:00:00,67950.12,,,,18456.96,
2024-12-10 07:00:00,66174.57,42.1,24.1,71.1,16955.1,
2024-12-10 08:00:00,65008.89,42.1,24.1,71.1,16699.3,
2024-12-10 09:00:00,64514.72,41.0,24.1,70.0,15111.08,
2024-12-10 10:00:00,64933.13,42.1,21.9,70.0,13241.3,
2024-12-10 11:00:00,67166.6,42.1,21.0,69.1,11734.79,
2024-12-10 12:00:00,71318.67,39.9,21.0,69.1,10435.1,
2024-12-10 13:00:00,76422.7,39.0,21.9,69.1,9821.39,
2024-12-10 14:00:00,78744.7,39.0,23.0,70.0,8869.53,
2024-12-10 15:00:00,78980.44,41.0,23.0,73.0,7259.23,
2024-12-10 16:00:00,78581.95,42.1,23.0,75.9,5991.39,
2024-12-10 17:00:00,78470.55,42.1,23.0,77.0,5613.58,
2024-12-10 18:00:00,78221.21,45.0,23.0,75.9,5983.62,
2024-12-10 19:00:00,77810.63,46.9,23.0,75.0,7217.12,
2024-12-10 20:00:00,77581.76,46.0,23.0,73.9,8348.82,
2024-12-10 21:00:00,77434.97,41.0,23.0,71.1,8562.56,
2024-12-10 22:00:00,78436.27,37.9,24.1,70.0,8433.35,
2024-12-10 23:00:00,81068.88,35.1,23.0,71.1,8392.35,
2024-12-11 00:00:00,83313.22,33.1,23.0,71.1,8954.1,
2024-12-11 01:00:00,83286.69,32.0,23.0,66.0,9816.5,
2024-12-11 02:00:00,82541.75,30.9,23.0,64.0,10028.75,
2024-12-11 03:00:00,81083.29,30.9,21.0,63.0,10775.17,
2024-12-11 04:00:00,78605.58,30.0,23.0,61.0,11693.16,
2024-12-11 06:00:00,72787.51,28.9,23.0,57.9,12529.33,
2024-12-11 07:00:00,71067.29,28.9,23.0,57.0,12846.33,
2024-12-11 08:00:00,70371.24,28.9,23.0,55.9,13254.07,
2024-12-11 09:00:00,70213.03,28.9,19.0,55.0,14679.99,
2024-12-11 10:00:00,71033.8,28.0,16.0,53.1,15758.16,
2024-12-11 11:00:00,73501.28,28.0,16.0,50.0,16518.81,
2024-12-11 12:00:00,78398.59,28.0,15.1,48.9,17382.6,
2024-12-11 13:00:00,84031.66,28.0,12.9,46.9,18030.43,
2024-12-11 14:00:00,86364.7,28.9,12.0,48.0,17696.66,
2024-12-11 15:00:00,85996.17,30.9,14.0,48.9,17893.78,
2024-12-11 16:00:00,84784.3,34.0,12.0,50.0,19645.6,
2024-12-11 17:00:00,83587.5,34.0,10.0,52.0,20731.3,
2024-12-11 18:00:00,82614.95,34.0,10.0,54.0,21483.98,
